doc_id,brand,n_sentences,n_key_points,document,reference_summary,extractive_reference,hallucinated_summary
D0352,ノースピーク,10,3,色は写真で見た印象とほぼ同じです。発送が早く4日で届いています。説明書が分かりにくいのが残念です。バッテリーは22時間前後持ちました。箱は少し大きめでした。自宅と職場の両方で使う予定です。バッテリーが22時間ほど持ちました。説明書が分かりにくいです。発送が早くて4日で届きました。特に不満は今のところありません。,電池の持続時間が長い。到着までが速い。同梱資料の品質が低い。,バッテリーは22時間前後持ちました。発送が早くて4日で届きました。説明書が分かりにくいです。,電池の持続時間が長い。到着までが速い。同梱資料の品質が低い。なおハヤブサ製で保証は79か月です。
D0353,ハヤブサ,12,3,バッテリーが9時間ほど持ちました。特に不満は今のところありません。レビューを見てから買うか迷いました。装着感が軽く疲れにくいです。バッテリーの持ちが9時間ほどで良いです。装着感が軽いので長時間でも疲れません。装着感が軽くて疲れません。説明書が分かりにくいです。家族へのプレゼント用に買いました。装着感が軽くて長時間でも平気でした。説明書が分かりにくく設定に手間取りました。同じ物をもう一つ買おうか検討中です。,長時間の使用でも負担が少ない。電池の持続時間が長い。同梱資料の品質が低い。,装着感が軽く疲れにくいです。バッテリーの持ちが9時間ほどで良いです。説明書が分かりにくいです。,長時間の使用でも負担が少ない。電池の持続時間が長い。同梱資料の品質が低い。なおアカネ電機製で保証は82か月です。
D0354,ソライロ,14,3,特に不満は今のところありません。ソライロのサポート対応が丁寧で助かりました。発送が早く1日で届いています。週末にしか使っていないので耐久性はまだ分かりません。発送が早いので1日で届きました。色は写真で見た印象とほぼ同じです。説明書が分かりにくいです。箱は少し大きめでした。ソライロのサポート対応が丁寧です。説明書が分かりにくかったです。家族へのプレゼント用に買いました。説明書が分かりにくいのが残念です。梱包はごく普通の段ボールでした。レビューを見てから買うか迷いました。,同梱資料の品質が低い。問い合わせ窓口の品質が高い。到着までが速い。,説明書が分かりにくいです。ソライロのサポート対応が丁寧です。発送が早く1日で届いています。,同梱資料の品質が低い。問い合わせ窓口の品質が高い。到着までが速い。なおノースピーク製で保証は86か月です。
D0355,ミドリワークス,15,3,同じ物をもう一つ買おうか検討中です。週末にしか使っていないので耐久性はまだ分かりません。バッテリーが11時間くらい持ちます。バッテリーの持ちが11時間ほどで良いです。ミドリワークスのサポート対応が丁寧だと感じました。以前は別のメーカーの物を使っていました。使い始めてまだ日が浅いです。ミドリワークスのサポート対応が丁寧で助かりました。バッテリーが11時間ほど持ちました。ミドリワークスのサポート対応が丁寧でした。バッテリーは11時間前後持ちました。装着感が軽く疲れにくいです。友人に勧められて購入を決めました。装着感が軽いので長時間でも疲れません。装着感が軽くて疲れません。,電池の持続時間が長い。長時間の使用でも負担が少ない。問い合わせ窓口の品質が高い。,バッテリーは11時間前後持ちました。装着感が軽く疲れにくいです。ミドリワークスのサポート対応が丁寧だと感じました。,電池の持続時間が長い。長時間の使用でも負担が少ない。問い合わせ窓口の品質が高い。なおノースピーク製で保証は91か月です。
D0356,ミドリワークス,12,3,以前は別のメーカーの物を使っていました。装着感が軽くて疲れません。ミドリワークスのサポート対応が丁寧だと感じました。友人に勧められて購入を決めました。装着感が軽くて長時間でも平気でした。箱は少し大きめでした。装着感が軽く疲れにくいです。発送が早いので4日で届きました。ミドリワークスのサポート対応が丁寧でした。発送が早くて4日で届きました。ミドリワークスのサポート対応が丁寧です。家族へのプレゼント用に買いました。,到着までが速い。長時間の使用でも負担が少ない。問い合わせ窓口の品質が高い。,発送が早くて4日で届きました。装着感が軽くて疲れません。ミドリワークスのサポート対応が丁寧でした。,到着までが速い。長時間の使用でも負担が少ない。問い合わせ窓口の品質が高い。なおノースピーク製で保証は56か月です。
D0357,ソライロ,17,3,自宅と職場の両方で使う予定です。音質が値段のわりに良かったです。ソライロのサポート対応が丁寧だと感じました。音質がこの値段のわりに良いです。バッテリーの持ちが28時間ほどで良いです。同じ物をもう一つ買おうか検討中です。バッテリーは28時間前後持ちました。以前は別のメーカーの物を使っていました。バッテリーが28時間ほど持ちました。週末にしか使っていないので耐久性はまだ分かりません。ソライロのサポート対応が丁寧でした。家族へのプレゼント用に買いました。色は写真で見た印象とほぼ同じです。ソライロのサポート対応が丁寧です。ソライロのサポート対応が丁寧で助かりました。友人に勧められて購入を決めました。バッテリーが28時間くらい持ちます。,問い合わせ窓口の品質が高い。コストパフォーマンスに優れる。電池の持続時間が長い。,ソライロのサポート対応が丁寧です。音質が値段のわりに良かったです。バッテリーが28時間ほど持ちました。,問い合わせ窓口の品質が高い。コストパフォーマンスに優れる。電池の持続時間が長い。なおハヤブサ製で保証は92か月です。
D0358,ソライロ,16,3,家族へのプレゼント用に買いました。友人に勧められて購入を決めました。使い始めてまだ日が浅いです。ソライロのサポート対応が丁寧でした。自宅と職場の両方で使う予定です。ソライロのサポート対応が丁寧だと感じました。発送が早くて注文から1日で届きました。色は写真で見た印象とほぼ同じです。説明書が分かりにくかったです。発送が早くて1日で届きました。説明書が分かりにくく設定に手間取りました。説明書が分かりにくいです。ソライロのサポート対応が丁寧です。同じ物をもう一つ買おうか検討中です。説明書が分かりにくいのが残念です。ソライロのサポート対応が丁寧で助かりました。,同梱資料の品質が低い。到着までが速い。問い合わせ窓口の品質が高い。,説明書が分かりにくいのが残念です。発送が早くて注文から1日で届きました。ソライロのサポート対応が丁寧で助かりました。,同梱資料の品質が低い。到着までが速い。問い合わせ窓口の品質が高い。なおアカネ電機製で保証は75か月です。
D0359,ハヤブサ,15,3,発送が早くて1日で届きました。友人に勧められて購入を決めました。箱は少し大きめでした。発送が早く1日で届いています。装着感が軽く疲れにくいです。使い始めてまだ日が浅いです。装着感が軽くて疲れません。音質がこの値段のわりに良いと感じました。装着感が軽いので長時間でも疲れません。同じ物をもう一つ買おうか検討中です。発送が早いので1日で届きました。音質は2450円という値段のわりに良いと思います。音質が値段のわりに良かったです。家族へのプレゼント用に買いました。装着感が軽くて長時間でも平気でした。,コストパフォーマンスに優れる。長時間の使用でも負担が少ない。到着までが速い。,音質は2450円という値段のわりに良いと思います。装着感が軽くて長時間でも平気でした。発送が早く1日で届いています。,コストパフォーマンスに優れる。長時間の使用でも負担が少ない。到着までが速い。なおアカネ電機製で保証は65か月です。
D0360,ハヤブサ,15,3,以前は別のメーカーの物を使っていました。友人に勧められて購入を決めました。梱包はごく普通の段ボールでした。同じ物をもう一つ買おうか検討中です。バッテリーの持ちが25時間ほどで良いです。特に不満は今のところありません。装着感が軽く疲れにくいです。音質がこの値段のわりに良いです。音質は8171円という値段のわりに良いと思います。音質がこの値段のわりに良いと感じました。週末にしか使っていないので耐久性はまだ分かりません。装着感が軽くて疲れません。バッテリーは25時間前後持ちました。色は写真で見た印象とほぼ同じです。装着感が軽くて長時間でも平気でした。,電池の持続時間が長い。コストパフォーマンスに優れる。長時間の使用でも負担が少ない。,バッテリーは25時間前後持ちました。音質がこの値段のわりに良いと感じました。装着感が軽くて長時間でも平気でした。,電池の持続時間が長い。コストパフォーマンスに優れる。長時間の使用でも負担が少ない。なおノースピーク製で保証は67か月です。
D0361,ノースピーク,12,2,色は写真で見た印象とほぼ同じです。発送が早くて注文から3日で届きました。説明書が分かりにくく設定に手間取りました。自宅と職場の両方で使う予定です。梱包はごく普通の段ボールでした。説明書が分かりにくいです。使い始めてまだ日が浅いです。レビューを見てから買うか迷いました。発送が早く3日で届いています。家族へのプレゼント用に買いました。友人に勧められて購入を決めました。発送が早いので3日で届きました。,同梱資料の品質が低い。到着までが速い。,説明書が分かりにくく設定に手間取りました。発送が早いので3日で届きました。,同梱資料の品質が低い。到着までが速い。なおアカネ電機製で保証は97か月です。
D0362,ミドリワークス,13,2,箱は少し大きめでした。以前は別のメーカーの物を使っていました。バッテリーは17時間前後持ちました。ミドリワークスのサポート対応が丁寧だと感じました。自宅と職場の両方で使う予定です。週末にしか使っていないので耐久性はまだ分かりません。ミドリワークスのサポート対応が丁寧です。バッテリーが17時間ほど持ちました。ミドリワークスのサポート対応が丁寧でした。ミドリワークスのサポート対応が丁寧で助かりました。バッテリーが17時間くらい持ちます。バッテリーの持ちが17時間ほどで良いです。友人に勧められて購入を決めました。,問い合わせ窓口の品質が高い。電池の持続時間が長い。,ミドリワークスのサポート対応が丁寧で助かりました。バッテリーの持ちが17時間ほどで良いです。,問い合わせ窓口の品質が高い。電池の持続時間が長い。なおノースピーク製で保証は83か月です。
D0363,ソライロ,13,2,発送が早くて注文から1日で届きました。週末にしか使っていないので耐久性はまだ分かりません。色は写真で見た印象とほぼ同じです。発送が早くて1日で届きました。家族へのプレゼント用に買いました。特に不満は今のところありません。説明書が分かりにくかったです。梱包はごく普通の段ボールでした。使い始めてまだ日が浅いです。説明書が分かりにくいのが残念です。発送が早く1日で届いています。発送が早いので1日で届きました。レビューを見てから買うか迷いました。,到着までが速い。同梱資料の品質が低い。,発送が早く1日で届いています。説明書が分かりにくかったです。,到着までが速い。同梱資料の品質が低い。なおアカネ電機製で保証は80か月です。
D0364,ミドリワークス,14,3,説明書が分かりにくいです。説明書が分かりにくいのが残念です。家族へのプレゼント用に買いました。説明書が分かりにくかったです。音質がこの値段のわりに良いです。装着感が軽くて疲れません。装着感が軽く疲れにくいです。梱包はごく普通の段ボールでした。音質がこの値段のわりに良いと感じました。レビューを見てから買うか迷いました。説明書が分かりにくく設定に手間取りました。週末にしか使っていないので耐久性はまだ分かりません。音質は5866円という値段のわりに良いと思います。友人に勧められて購入を決めました。,長時間の使用でも負担が少ない。同梱資料の品質が低い。コストパフォーマンスに優れる。,装着感が軽く疲れにくいです。説明書が分かりにくく設定に手間取りました。音質は5866円という値段のわりに良いと思います。,長時間の使用でも負担が少ない。同梱資料の品質が低い。コストパフォーマンスに優れる。なおハヤブサ製で保証は57か月です。
D0365,ミドリワークス,14,2,装着感が軽く疲れにくいです。以前は別のメーカーの物を使っていました。装着感が軽くて長時間でも平気でした。週末にしか使っていないので耐久性はまだ分かりません。説明書が分かりにくいのが残念です。説明書が分かりにくく設定に手間取りました。説明書が分かりにくかったです。色は写真で見た印象とほぼ同じです。装着感が軽くて疲れません。同じ物をもう一つ買おうか検討中です。友人に勧められて購入を決めました。説明書が分かりにくいです。装着感が軽いので長時間でも疲れません。自宅と職場の両方で使う予定です。,長時間の使用でも負担が少ない。同梱資料の品質が低い。,装着感が軽く疲れにくいです。説明書が分かりにくかったです。,長時間の使用でも負担が少ない。同梱資料の品質が低い。なおソライロ製で保証は56か月です。
D0366,アカネ電機,8,2,発送が早く1日で届いています。アカネ電機のサポート対応が丁寧です。使い始めてまだ日が浅いです。梱包はごく普通の段ボールでした。アカネ電機のサポート対応が丁寧でした。特に不満は今のところありません。自宅と職場の両方で使う予定です。発送が早いので1日で届きました。,問い合わせ窓口の品質が高い。到着までが速い。,アカネ電機のサポート対応が丁寧でした。発送が早いので1日で届きました。,問い合わせ窓口の品質が高い。到着までが速い。なおノースピーク製で保証は53か月です。
D0367,ノースピーク,10,2,装着感が軽く疲れにくいです。装着感が軽いので長時間でも疲れません。特に不満は今のところありません。色は写真で見た印象とほぼ同じです。装着感が軽くて疲れません。装着感が軽くて長時間でも平気でした。ノースピークのサポート対応が丁寧でした。ノースピークのサポート対応が丁寧で助かりました。箱は少し大きめでした。家族へのプレゼント用に買いました。,長時間の使用でも負担が少ない。問い合わせ窓口の品質が高い。,装着感が軽いので長時間でも疲れません。ノースピークのサポート対応が丁寧でした。,長時間の使用でも負担が少ない。問い合わせ窓口の品質が高い。なおソライロ製で保証は91か月です。
D0368,ハヤブサ,11,2,装着感が軽くて長時間でも平気でした。家族へのプレゼント用に買いました。バッテリーの持ちが13時間ほどで良いです。バッテリーが13時間くらい持ちます。特に不満は今のところありません。バッテリーは13時間前後持ちました。色は写真で見た印象とほぼ同じです。同じ物をもう一つ買おうか検討中です。装着感が軽いので長時間でも疲れません。週末にしか使っていないので耐久性はまだ分かりません。箱は少し大きめでした。,長時間の使用でも負担が少ない。電池の持続時間が長い。,装着感が軽くて長時間でも平気でした。バッテリーは13時間前後持ちました。,長時間の使用でも負担が少ない。電池の持続時間が長い。なおアカネ電機製で保証は86か月です。
D0369,ハヤブサ,14,2,説明書が分かりにくいです。説明書が分かりにくいのが残念です。色は写真で見た印象とほぼ同じです。説明書が分かりにくく設定に手間取りました。梱包はごく普通の段ボールでした。発送が早くて注文から4日で届きました。家族へのプレゼント用に買いました。レビューを見てから買うか迷いました。説明書が分かりにくかったです。発送が早くて4日で届きました。発送が早いので4日で届きました。友人に勧められて購入を決めました。同じ物をもう一つ買おうか検討中です。週末にしか使っていないので耐久性はまだ分かりません。,同梱資料の品質が低い。到着までが速い。,説明書が分かりにくいのが残念です。発送が早いので4日で届きました。,同梱資料の品質が低い。到着までが速い。なおアカネ電機製で保証は62か月です。
D0370,ミドリワークス,11,2,箱は少し大きめでした。バッテリーが11時間くらい持ちます。以前は別のメーカーの物を使っていました。使い始めてまだ日が浅いです。バッテリーの持ちが11時間ほどで良いです。週末にしか使っていないので耐久性はまだ分かりません。レビューを見てから買うか迷いました。説明書が分かりにくく設定に手間取りました。説明書が分かりにくいのが残念です。友人に勧められて購入を決めました。説明書が分かりにくいです。,電池の持続時間が長い。同梱資料の品質が低い。,バッテリーの持ちが11時間ほどで良いです。説明書が分かりにくいです。,電池の持続時間が長い。同梱資料の品質が低い。なおアカネ電機製で保証は70か月です。
D0371,ハヤブサ,14,3,発送が早いので4日で届きました。ハヤブサのサポート対応が丁寧で助かりました。家族へのプレゼント用に買いました。友人に勧められて購入を決めました。使い始めてまだ日が浅いです。バッテリーが9時間ほど持ちました。箱は少し大きめでした。ハヤブサのサポート対応が丁寧だと感じました。バッテリーが9時間くらい持ちます。バッテリーの持ちが9時間ほどで良いです。色は写真で見た印象とほぼ同じです。梱包はごく普通の段ボールでした。バッテリーは9時間前後持ちました。発送が早くて4日で届きました。,問い合わせ窓口の品質が高い。電池の持続時間が長い。到着までが速い。,ハヤブサのサポート対応が丁寧だと感じました。バッテリーの持ちが9時間ほどで良いです。発送が早くて4日で届きました。,問い合わせ窓口の品質が高い。電池の持続時間が長い。到着までが速い。なおノースピーク製で保証は92か月です。
D0372,ソライロ,17,3,装着感が軽いので長時間でも疲れません。以前は別のメーカーの物を使っていました。説明書が分かりにくかったです。説明書が分かりにくく設定に手間取りました。音質がこの値段のわりに良いです。週末にしか使っていないので耐久性はまだ分かりません。説明書が分かりにくいのが残念です。音質は8487円という値段のわりに良いと思います。梱包はごく普通の段ボールでした。同じ物をもう一つ買おうか検討中です。装着感が軽くて長時間でも平気でした。装着感が軽く疲れにくいです。音質が値段のわりに良かったです。説明書が分かりにくいです。装着感が軽くて疲れません。使い始めてまだ日が浅いです。箱は少し大きめでした。,長時間の使用でも負担が少ない。コストパフォーマンスに優れる。同梱資料の品質が低い。,装着感が軽くて疲れません。音質は8487円という値段のわりに良いと思います。説明書が分かりにくく設定に手間取りました。,長時間の使用でも負担が少ない。コストパフォーマンスに優れる。同梱資料の品質が低い。なおハヤブサ製で保証は77か月です。
D0373,アカネ電機,11,2,梱包はごく普通の段ボールでした。自宅と職場の両方で使う予定です。バッテリーは25時間前後持ちました。音質が値段のわりに良かったです。音質がこの値段のわりに良いと感じました。週末にしか使っていないので耐久性はまだ分かりません。バッテリーが25時間ほど持ちました。バッテリーが25時間くらい持ちます。特に不満は今のところありません。レビューを見てから買うか迷いました。使い始めてまだ日が浅いです。,コストパフォーマンスに優れる。電池の持続時間が長い。,音質がこの値段のわりに良いと感じました。バッテリーが25時間ほど持ちました。,コストパフォーマンスに優れる。電池の持続時間が長い。なおハヤブサ製で保証は53か月です。
D0374,ハヤブサ,18,3,箱は少し大きめでした。バッテリーは9時間前後持ちました。バッテリーが9時間くらい持ちます。説明書が分かりにくいのが残念です。家族へのプレゼント用に買いました。発送が早く4日で届いています。色は写真で見た印象とほぼ同じです。友人に勧められて購入を決めました。説明書が分かりにくかったです。特に不満は今のところありません。週末にしか使っていないので耐久性はまだ分かりません。レビューを見てから買うか迷いました。バッテリーが9時間ほど持ちました。説明書が分かりにくいです。発送が早くて4日で届きました。説明書が分かりにくく設定に手間取りました。バッテリーの持ちが9時間ほどで良いです。発送が早いので4日で届きました。,到着までが速い。同梱資料の品質が低い。電池の持続時間が長い。,発送が早いので4日で届きました。説明書が分かりにくかったです。バッテリーが9時間くらい持ちます。,到着までが速い。同梱資料の品質が低い。電池の持続時間が長い。なおノースピーク製で保証は78か月です。
D0375,アカネ電機,10,2,特に不満は今のところありません。装着感が軽くて長時間でも平気でした。使い始めてまだ日が浅いです。装着感が軽いので長時間でも疲れません。アカネ電機のサポート対応が丁寧です。アカネ電機のサポート対応が丁寧だと感じました。以前は別のメーカーの物を使っていました。アカネ電機のサポート対応が丁寧で助かりました。レビューを見てから買うか迷いました。アカネ電機のサポート対応が丁寧でした。,長時間の使用でも負担が少ない。問い合わせ窓口の品質が高い。,装着感が軽くて長時間でも平気でした。アカネ電機のサポート対応が丁寧で助かりました。,長時間の使用でも負担が少ない。問い合わせ窓口の品質が高い。なおハヤブサ製で保証は50か月です。
D0376,ミドリワークス,15,3,レビューを見てから買うか迷いました。ミドリワークスのサポート対応が丁寧です。箱は少し大きめでした。ミドリワークスのサポート対応が丁寧で助かりました。以前は別のメーカーの物を使っていました。バッテリーが34時間くらい持ちます。バッテリーが34時間ほど持ちました。自宅と職場の両方で使う予定です。ミドリワークスのサポート対応が丁寧でした。音質が値段のわりに良かったです。ミドリワークスのサポート対応が丁寧だと感じました。音質がこの値段のわりに良いです。バッテリーは34時間前後持ちました。家族へのプレゼント用に買いました。バッテリーの持ちが34時間ほどで良いです。,電池の持続時間が長い。問い合わせ窓口の品質が高い。コストパフォーマンスに優れる。,バッテリーが34時間くらい持ちます。ミドリワークスのサポート対応が丁寧で助かりました。音質が値段のわりに良かったです。,電池の持続時間が長い。問い合わせ窓口の品質が高い。コストパフォーマンスに優れる。なおソライロ製で保証は64か月です。
D0377,ノースピーク,14,3,説明書が分かりにくく設定に手間取りました。特に不満は今のところありません。装着感が軽くて長時間でも平気でした。説明書が分かりにくかったです。梱包はごく普通の段ボールでした。自宅と職場の両方で使う予定です。音質は25992円という値段のわりに良いと思います。装着感が軽く疲れにくいです。使い始めてまだ日が浅いです。音質が値段のわりに良かったです。音質がこの値段のわりに良いと感じました。装着感が軽くて疲れません。音質がこの値段のわりに良いです。同じ物をもう一つ買おうか検討中です。,同梱資料の品質が低い。コストパフォーマンスに優れる。長時間の使用でも負担が少ない。,説明書が分かりにくく設定に手間取りました。音質がこの値段のわりに良いと感じました。装着感が軽く疲れにくいです。,同梱資料の品質が低い。コストパフォーマンスに優れる。長時間の使用でも負担が少ない。なおミドリワークス製で保証は77か月です。
D0378,ノースピーク,10,2,装着感が軽く疲れにくいです。装着感が軽くて長時間でも平気でした。箱は少し大きめでした。装着感が軽くて疲れません。週末にしか使っていないので耐久性はまだ分かりません。音質がこの値段のわりに良いです。音質がこの値段のわりに良いと感じました。装着感が軽いので長時間でも疲れません。自宅と職場の両方で使う予定です。梱包はごく普通の段ボールでした。,コストパフォーマンスに優れる。長時間の使用でも負担が少ない。,音質がこの値段のわりに良いと感じました。装着感が軽くて長時間でも平気でした。,コストパフォーマンスに優れる。長時間の使用でも負担が少ない。なおミドリワークス製で保証は88か月です。
D0379,ハヤブサ,12,2,説明書が分かりにくいです。装着感が軽く疲れにくいです。説明書が分かりにくく設定に手間取りました。使い始めてまだ日が浅いです。レビューを見てから買うか迷いました。以前は別のメーカーの物を使っていました。色は写真で見た印象とほぼ同じです。家族へのプレゼント用に買いました。特に不満は今のところありません。説明書が分かりにくかったです。装着感が軽くて長時間でも平気でした。梱包はごく普通の段ボールでした。,同梱資料の品質が低い。長時間の使用でも負担が少ない。,説明書が分かりにくく設定に手間取りました。装着感が軽くて長時間でも平気でした。,同梱資料の品質が低い。長時間の使用でも負担が少ない。なおアカネ電機製で保証は57か月です。
D0380,アカネ電機,14,2,同じ物をもう一つ買おうか検討中です。箱は少し大きめでした。特に不満は今のところありません。アカネ電機のサポート対応が丁寧でした。装着感が軽くて長時間でも平気でした。以前は別のメーカーの物を使っていました。使い始めてまだ日が浅いです。レビューを見てから買うか迷いました。週末にしか使っていないので耐久性はまだ分かりません。装着感が軽くて疲れません。装着感が軽いので長時間でも疲れません。装着感が軽く疲れにくいです。アカネ電機のサポート対応が丁寧だと感じました。アカネ電機のサポート対応が丁寧で助かりました。,長時間の使用でも負担が少ない。問い合わせ窓口の品質が高い。,装着感が軽いので長時間でも疲れません。アカネ電機のサポート対応が丁寧でした。,長時間の使用でも負担が少ない。問い合わせ窓口の品質が高い。なおハヤブサ製で保証は83か月です。
D0381,ノースピーク,13,3,以前は別のメーカーの物を使っていました。同じ物をもう一つ買おうか検討中です。色は写真で見た印象とほぼ同じです。発送が早くて注文から4日で届きました。週末にしか使っていないので耐久性はまだ分かりません。家族へのプレゼント用に買いました。バッテリーは22時間前後持ちました。友人に勧められて購入を決めました。ノースピークのサポート対応が丁寧でした。発送が早くて4日で届きました。バッテリーの持ちが22時間ほどで良いです。梱包はごく普通の段ボールでした。ノースピークのサポート対応が丁寧で助かりました。,電池の持続時間が長い。問い合わせ窓口の品質が高い。到着までが速い。,バッテリーの持ちが22時間ほどで良いです。ノースピークのサポート対応が丁寧で助かりました。発送が早くて注文から4日で届きました。,電池の持続時間が長い。問い合わせ窓口の品質が高い。到着までが速い。なおソライロ製で保証は63か月です。
D0382,アカネ電機,11,2,音質が値段のわりに良かったです。梱包はごく普通の段ボールでした。週末にしか使っていないので耐久性はまだ分かりません。発送が早く2日で届いています。家族へのプレゼント用に買いました。使い始めてまだ日が浅いです。色は写真で見た印象とほぼ同じです。音質は15530円という値段のわりに良いと思います。発送が早いので2日で届きました。以前は別のメーカーの物を使っていました。発送が早くて注文から2日で届きました。,到着までが速い。コストパフォーマンスに優れる。,発送が早く2日で届いています。音質は15530円という値段のわりに良いと思います。,到着までが速い。コストパフォーマンスに優れる。なおハヤブサ製で保証は94か月です。
D0383,ミドリワークス,12,3,友人に勧められて購入を決めました。自宅と職場の両方で使う予定です。説明書が分かりにくいのが残念です。装着感が軽くて長時間でも平気でした。説明書が分かりにくいです。装着感が軽く疲れにくいです。以前は別のメーカーの物を使っていました。説明書が分かりにくく設定に手間取りました。ミドリワークスのサポート対応が丁寧だと感じました。ミドリワークスのサポート対応が丁寧で助かりました。特に不満は今のところありません。装着感が軽いので長時間でも疲れません。,同梱資料の品質が低い。問い合わせ窓口の品質が高い。長時間の使用でも負担が少ない。,説明書が分かりにくく設定に手間取りました。ミドリワークスのサポート対応が丁寧で助かりました。装着感が軽いので長時間でも疲れません。,同梱資料の品質が低い。問い合わせ窓口の品質が高い。長時間の使用でも負担が少ない。なおハヤブサ製で保証は72か月です。
D0384,ノースピーク,15,2,レビューを見てから買うか迷いました。週末にしか使っていないので耐久性はまだ分かりません。使い始めてまだ日が浅いです。自宅と職場の両方で使う予定です。装着感が軽くて疲れません。バッテリーは35時間前後持ちました。バッテリーが35時間ほど持ちました。箱は少し大きめでした。バッテリーの持ちが35時間ほどで良いです。同じ物をもう一つ買おうか検討中です。特に不満は今のところありません。バッテリーが35時間くらい持ちます。装着感が軽いので長時間でも疲れません。装着感が軽くて長時間でも平気でした。装着感が軽く疲れにくいです。,長時間の使用でも負担が少ない。電池の持続時間が長い。,装着感が軽く疲れにくいです。バッテリーの持ちが35時間ほどで良いです。,長時間の使用でも負担が少ない。電池の持続時間が長い。なおミドリワークス製で保証は75か月です。
D0385,ノースピーク,11,2,発送が早くて1日で届きました。発送が早いので1日で届きました。色は写真で見た印象とほぼ同じです。発送が早く1日で届いています。音質がこの値段のわりに良いと感じました。発送が早くて注文から1日で届きました。同じ物をもう一つ買おうか検討中です。音質が値段のわりに良かったです。音質がこの値段のわりに良いです。以前は別のメーカーの物を使っていました。レビューを見てから買うか迷いました。,到着までが速い。コストパフォーマンスに優れる。,発送が早くて1日で届きました。音質がこの値段のわりに良いと感じました。,到着までが速い。コストパフォーマンスに優れる。なおアカネ電機製で保証は86か月です。
D0386,ミドリワークス,18,3,レビューを見てから買うか迷いました。ミドリワークスのサポート対応が丁寧でした。説明書が分かりにくいのが残念です。週末にしか使っていないので耐久性はまだ分かりません。装着感が軽いので長時間でも疲れません。使い始めてまだ日が浅いです。説明書が分かりにくく設定に手間取りました。ミドリワークスのサポート対応が丁寧で助かりました。同じ物をもう一つ買おうか検討中です。説明書が分かりにくかったです。梱包はごく普通の段ボールでした。以前は別のメーカーの物を使っていました。家族へのプレゼント用に買いました。説明書が分かりにくいです。ミドリワークスのサポート対応が丁寧だと感じました。装着感が軽く疲れにくいです。装着感が軽くて疲れません。装着感が軽くて長時間でも平気でした。,同梱資料の品質が低い。長時間の使用でも負担が少ない。問い合わせ窓口の品質が高い。,説明書が分かりにくく設定に手間取りました。装着感が軽いので長時間でも疲れません。ミドリワークスのサポート対応が丁寧だと感じました。,同梱資料の品質が低い。長時間の使用でも負担が少ない。問い合わせ窓口の品質が高い。なおハヤブサ製で保証は67か月です。
D0387,ハヤブサ,10,2,ハヤブサのサポート対応が丁寧です。発送が早いので4日で届きました。特に不満は今のところありません。使い始めてまだ日が浅いです。自宅と職場の両方で使う予定です。発送が早く4日で届いています。色は写真で見た印象とほぼ同じです。梱包はごく普通の段ボールでした。ハヤブサのサポート対応が丁寧で助かりました。ハヤブサのサポート対応が丁寧でした。,問い合わせ窓口の品質が高い。到着までが速い。,ハヤブサのサポート対応が丁寧です。発送が早く4日で届いています。,問い合わせ窓口の品質が高い。到着までが速い。なおノースピーク製で保証は53か月です。
D0388,ハヤブサ,15,3,バッテリーの持ちが19時間ほどで良いです。説明書が分かりにくいのが残念です。音質がこの値段のわりに良いと感じました。レビューを見てから買うか迷いました。色は写真で見た印象とほぼ同じです。音質は18019円という値段のわりに良いと思います。音質が値段のわりに良かったです。説明書が分かりにくく設定に手間取りました。バッテリーは19時間前後持ちました。特に不満は今のところありません。家族へのプレゼント用に買いました。バッテリーが19時間ほど持ちました。説明書が分かりにくかったです。説明書が分かりにくいです。梱包はごく普通の段ボールでした。,電池の持続時間が長い。同梱資料の品質が低い。コストパフォーマンスに優れる。,バッテリーは19時間前後持ちました。説明書が分かりにくいのが残念です。音質は18019円という値段のわりに良いと思います。,電池の持続時間が長い。同梱資料の品質が低い。コストパフォーマンスに優れる。なおノースピーク製で保証は82か月です。
D0389,ミドリワークス,13,3,週末にしか使っていないので耐久性はまだ分かりません。説明書が分かりにくく設定に手間取りました。音質がこの値段のわりに良いと感じました。箱は少し大きめでした。説明書が分かりにくいのが残念です。レビューを見てから買うか迷いました。音質がこの値段のわりに良いです。発送が早くて注文から4日で届きました。音質が値段のわりに良かったです。梱包はごく普通の段ボールでした。発送が早いので4日で届きました。友人に勧められて購入を決めました。家族へのプレゼント用に買いました。,同梱資料の品質が低い。到着までが速い。コストパフォーマンスに優れる。,説明書が分かりにくいのが残念です。発送が早くて注文から4日で届きました。音質がこの値段のわりに良いと感じました。,同梱資料の品質が低い。到着までが速い。コストパフォーマンスに優れる。なおハヤブサ製で保証は61か月です。
